doc,word,value,value2
job5,design related field,0.0,0.0
job5,design strong knowledge,2.504,0.216
job5,design web design,2.504,0.216
job5,designer related field,0.0,0.0
job5,discipline bioinformatics data,0.0,0.0
job5,effective time management,1.811,0.156
job5,excellent oral written,0.0,0.0
job5,excellent skill adobe,0.0,0.0
job5,excellent skill bioinformatics,0.0,0.0
job5,experience advanced statistical,0.0,0.0
job5,experience bioinformatics data,0.0,0.0
job5,experience data analysis,0.0,0.0
job5,experience data analytic,0.0,0.0
job5,experience data architecture,0.0,0.0
job5,experience data design,0.0,0.0
job5,experience data modelling,0.0,0.0
job5,experience delivering data,0.0,0.0
job5,experience delivering machine,0.0,0.0
job5,experience graphic designer,0.0,0.0
job5,experience number following,0.0,0.0
job5,experience related scientific,0.0,0.0
job5,experience tool managing,0.0,0.0
job5,experience using sophisticated,0.0,0.0
job5,experience web marketing,2.504,0.216
job5,experienced mac platform,0.0,0.0
job5,five year experience,0.0,0.0
job5,following language tool,0.0,0.0
job5,four year experience,0.0,0.0
job5,graphic design related,0.0,0.0
job5,graphic design web,2.504,0.216
job5,graphic designer related,0.0,0.0
job5,identity advertisement multimedia,2.504,0.216
job5,identity product packaging,0.0,0.0
job5,java spark scala,0.0,0.0
job5,knowledge variety machine,0.0,0.0
job5,language tool sql,0.0,0.0
job5,learning predictive modelling,0.0,0.0
job5,mac platform excellent,0.0,0.0
job5,machine learning predictive,0.0,0.0
job5,machine learning project,0.0,0.0
job5,machine learning technique,0.0,0.0
job5,management skill ability,1.811,0.156
job5,managing analyzing visualizing,0.0,0.0
job5,marketing product packaging,0.0,0.0
job5,marketing production website,2.099,0.181
job5,marketing web design,2.504,0.216
job5,matlab sas java,0.0,0.0
job5,matlab sas sql,0.0,0.0
job5,method machine learning,0.0,0.0
job5,number following language,0.0,0.0
job5,one three year,0.0,0.0
job5,oral written skill,0.0,0.0
job5,packaging advertisement multimedia,0.0,0.0
job5,photoshop dreamweaver illustrator,0.0,0.0
job5,platform excellent skill,0.0,0.0
job5,please contact job1mail,0.0,0.0
job5,please contact job44mail,0.0,0.0
job5,product packaging advertisement,0.0,0.0
job5,production website design,2.099,0.181
job5,proficient graphic design,0.0,0.0
job5,proficient python r,0.0,0.0
job5,programming background data,0.0,0.0
job5,programming background photoshop,1.811,0.156
job5,programming background proven,0.0,0.0
job5,proven experience delivering,0.0,0.0
job5,python matlab sas,0.0,0.0
job5,python r programming,0.0,0.0
job5,related scientific discipline,0.0,0.0
job5,relevant programming language,0.0,0.0
job5,sas java spark,0.0,0.0
job5,scala aws tableau,0.0,0.0
job5,science machine learning,0.0,0.0
job5,scientific discipline bioinformatics,0.0,0.0
job5,skill ability communicate,0.0,0.0
job5,skill ability meet,1.811,0.156
job5,skill adobe cs5,0.0,0.0
job5,skill bioinformatics database,0.0,0.0
job5,sophisticated statistical method,0.0,0.0
job5,spark scala aws,0.0,0.0
job5,sql python matlab,0.0,0.0
job5,statistic programming background,0.0,0.0
job5,statistical method machine,0.0,0.0
job5,strong knowledge html,2.504,0.216
job5,strong statistic programming,0.0,0.0
job5,three year experience,0.0,0.0
job5,time management skill,1.811,0.156
job5,tool managing analyzing,0.0,0.0
job5,tool relevant programming,0.0,0.0
job5,tool sql python,0.0,0.0
job5,understanding marketing product,0.0,0.0
job5,understanding marketing production,2.099,0.181
job5,using sophisticated statistical,0.0,0.0
job5,variety machine learning,0.0,0.0
job5,visualizing large datasets,0.0,0.0
job5,web design interactive,2.504,0.216
job5,web design strong,2.504,0.216
job5,web marketing web,2.504,0.216
job5,website design corporate,2.099,0.181
job5,written skill ability,0.0,0.0
job5,year experience advanced,0.0,0.0
job5,year experience bioinformatics,0.0,0.0
job5,year experience data,0.0,0.0
job5,year experience graphic,0.0,0.0
job5,year experience related,0.0,0.0
job6,ability meet deadline,1.811,0.152
job6,adobe cs5 programming,2.504,0.21
job6,advanced statistical technique,0.0,0.0
job6,advertisement multimedia design,2.099,0.176
job6,analysis modelling method,0.0,0.0
job6,analyzing visualizing large,0.0,0.0
job6,bachelor degree graphic,0.0,0.0
job6,background data science,0.0,0.0
job6,background photoshop dreamweaver,2.504,0.21
job6,background photoshop illustrator,0.0,0.0
job6,background proven experience,0.0,0.0
job6,bioinformatics data science,0.0,0.0
job6,bioinformatics database bioinformatics,0.0,0.0
job6,bioinformatics tool relevant,0.0,0.0
job6,corporate identity advertisement,0.0,0.0
job6,corporate identity product,0.0,0.0
job6,cs5 programming background,2.504,0.21
job6,data analysis modelling,0.0,0.0
job6,data science machine,0.0,0.0
job6,database bioinformatics tool,0.0,0.0
job6,degree graphic design,0.0,0.0
job6,delivering data science,0.0,0.0
job6,delivering machine learning,0.0,0.0
job6,design corporate identity,0.0,0.0
job6,design interactive medium,0.0,0.0
job6,design related field,2.099,0.176
job6,design strong knowledge,0.0,0.0
job6,design web design,0.0,0.0
job6,designer related field,2.099,0.176
job6,discipline bioinformatics data,0.0,0.0
job6,effective time management,1.811,0.152
job6,excellent oral written,0.0,0.0
job6,excellent skill adobe,2.504,0.21
job6,excellent skill bioinformatics,0.0,0.0
job6,experience advanced statistical,0.0,0.0
job6,experience bioinformatics data,0.0,0.0
job6,experience data analysis,0.0,0.0
job6,experience data analytic,0.0,0.0
job6,experience data architecture,0.0,0.0
job6,experience data design,0.0,0.0
job6,experience data modelling,0.0,0.0
job6,experience delivering data,0.0,0.0
job6,experience delivering machine,0.0,0.0
job6,experience graphic designer,2.099,0.176
job6,experience number following,0.0,0.0
job6,experience related scientific,0.0,0.0
job6,experience tool managing,0.0,0.0
job6,experience using sophisticated,0.0,0.0
job6,experience web marketing,0.0,0.0
job6,experienced mac platform,2.504,0.21
